[0.051948051948051945, 0.051948051948051945]
[0.462962962962963, 0.462962962962963]
[0.26785714285714285, 0.28125]
[0.08791208791208792, 0.12307692307692308]
[0.37087912087912084, 0.2692307692307693]
[0.038709677419354833, 0.03415559772296015]
[0.05864197530864197, 0.06944444444444445]
[0.2222222222222222, 0.1764705882352941]
[0.2951388888888889, 0.4166666666666667]
[0.06666666666666667, 0.06984126984126984]
[0.6300000000000001, 0.8]
[0.14285714285714285, 0.11224489795918367]
[0.19642857142857145, 0.5]
[0.1818181818181818, 0.1818181818181818]
[0.55, 0.55]
[0.05050505050505051, 0.07342657342657342]
[0.04120879120879121, 0.04326923076923077]
[0.12698412698412698, 0.11851851851851851]
[0.036637931034482756, 0.040229885057471264]
[0.12413793103448276, 0.1103448275862069]
[0.08796296296296297, 0.10416666666666666]
[0.07017543859649122, 0.05540166204986149]
[0.16666666666666666, 0.23684210526315788]
[0.5263157894736842, 0.2786377708978328]
[0.07589285714285714, 0.041666666666666664]
[0.12857142857142856, 0.22857142857142856]
[0.3826530612244898, 0.22321428571428573]
[0.3333333333333333, 0.5384615384615384]
[0.6964285714285714, 0.4821428571428572]
[0.15000000000000002, 0.10476190476190478]
[0.065625, 0.09375]
[0.08, 0.08380952380952382]
[0.08771929824561403, 0.25]
[0.14285714285714285, 0.11224489795918367]
[0.04761904761904762, 0.06060606060606061]
